,id,tweet,username,photos,video,name,date,nlikes,nreplies,nretweets
9527,1604425312179290113,"Rangkul Masyarakat, Pj. Bupati Kobar Nobar Piala Dunia Tahun 2022 di Rujab  https://t.co/qlHIo42VUz",Line_LKH,[],0,linekhatulistiwa.com,2022-12-18 17:36:17,0,0,0
9528,1604425125923008512,"5 Tempat Nobar Final Piala Dunia 2022 di Depok, Hidden Gem Nonton Duel Sengit Argentina vs Prancis  https://t.co/uns0EoNrbd",pikiran_rakyat,[],0,Pikiran Rakyat,2022-12-18 17:35:33,0,0,0
9529,1604424995781976065,"#BHsukan Pentas Piala Dunia semakin menghampiri penghujungnya dengan kemuncak di Qatar kali ini menemukan juara dua kali, Argentina dan penyandang juara, Perancis di Stadium Lusail, malam ini   https://t.co/XLoSDi1Jg7  #PialaDunia2022 #Qatar2022 #WorldCup2022 #FIFA2022",bharianmy,[],0,Berita Harian,2022-12-18 17:35:02,5,0,3
9530,1604424901363847169,XXISLOT88 — Final Piala Dunia Qatar 2022 Argentina Vs France 🔥  Jangan Lupa Saksikan Live Streaming Piala Dunia di :  https://t.co/ADwYDohIb4  Link Daftar 👉  https://t.co/GaqZS4mrxm  Daftar dan Dukung Tim Favorit Anda Sekarang 😍 Dapatkan Cashback Sportbook 5%⚡️  https://t.co/HEMKNWeOdU,clarissaclaine,['https://pbs.twimg.com/media/FkQP5CeUcAENQhj.jpg'],1,CS AGEN JUDI ONLINE TERPERCAYA GAMPANG MENANG,2022-12-18 17:34:39,0,0,0
9531,1604424748858953729,"Menurut sahabat Como, Siapa yang bakal jadi juara di Final Piala Dunia 2022 malam ini?!",ComoFCIndonesia,[],0,Como Football Indonesia,2022-12-18 17:34:03,0,0,0
9532,1604424727744811009,Laga Pemungkas Final Piala Dunia 2022 Qatar Antara Argentina vs Prancis / France Siapa Yang Akan Juara Semeton ?  Ontrend : Christine Hakim  https://t.co/qbkJyUDjaF,pgapbali,['https://pbs.twimg.com/media/FkQPyS7acAMqyVl.jpg'],1,GULIT PGAPBALI,2022-12-18 17:33:58,0,0,0
9533,1604424711051522048,"Sore bosku, jangan lewatkan pertandingan terakhir piala dunia tahun ini ya . Jangan lupa pasang betting di  https://t.co/EOKIOJyjML ya 🙏 Semoga beruntung bosku 🙏 #Indonesia #PialaDunia2022 #overunder #BOLANETWORLDCUP2022 #situsjudionline #situsterpercaya #situsslot  https://t.co/Af6lfCo1sE",PROMOTORHBI680,['https://pbs.twimg.com/media/FkQPxD6aMAAX5IQ.jpg'],1,AGUSTINA ZHANG HBI68O,2022-12-18 17:33:54,0,0,0
9534,1604424585793114112,SIAPA JUARA PIALA DUNIA QATAR 2022  Mainkan BET Anda Sekarang Juga di :  https://t.co/pnE0zqwy91 Min Deposit 10.000 saja  Follow @Hoki1881_   Like Post Member #hoki1881 #slotgacor #FIFAWorldCup #FIFAWorldCupQatar2022 #PialaDunia2022 #FinalWorldCup2022  #slotonlinegacor #Argentina  https://t.co/fcRtga41k9,Hoki1881_,['https://pbs.twimg.com/media/FkQPjyVakAA0R7v.jpg'],1,Hoki1881 Official,2022-12-18 17:33:24,2,0,1
9535,1604424546794119169,"Argentina Vs Prancis, Wenger : pahlawan kali ini bisa saja berbeda #ArgentinaVsFrance  #FIFAWorldCup  #PialaDunia2022  #QatarWorldCup2022   https://t.co/w8JlbfBn3I",homaidisaja,[],0,homaidi,2022-12-18 17:33:15,4,0,3
9536,1604424496584196096,"Final Piala dunia 2022 ideal Argentina vs Prancis, Perebutan pencetak gol terbanyak dan pemain muda terbaik. #ArgentinaVsFrance #finalpialadunia #Messi𓃵day #Mbappe #QatarWorldCup #Qatar2022 #Qatar #pialadunia2022 #argentina #prancis   https://t.co/qdjNvAwLWX",Aktualkan,[],0,Aktualkan,2022-12-18 17:33:03,0,0,0
9537,1604424485158821888,"Final Piala Dunia 2022, Presiden Prancis hadir di stadion, Pemimpin Argentina pilih nonton dari rumah   #albertofernandez #argentia #EmmanuelMacron #finalpialadunia2022 #prancis #prancisvsargentina #PrancisvsMaroko #presidenargentina #PresidenPrancis ...  https://t.co/Godnne8ssg",Popularitascom,[],0,Popularitas.com,2022-12-18 17:33:00,0,0,0
9538,1604424481191079936,"Menjelang perlawanan akhir Piala Dunia 2022, ayuh kita sertai Waka Pump Cup Challenge. Habiskan sisa sisa geng 😂  #WakaMY2022 #WakaPumpCup  https://t.co/Rq8RZwYGxS",aminfaiz10,['https://pbs.twimg.com/media/FkQPjtoUoAEU33I.jpg'],1,-,2022-12-18 17:32:59,0,1,0
9539,1604424333933219841,"Final Piala Dunia 2022, Pertarungan Dua Bintang Beda Generasi Messi vs Mbappe  https://t.co/ScRP2MpSoy",boim00760564,[],0,boim,2022-12-18 17:32:24,0,0,0
9540,1604424290673127424,"@lailadesu_ Bonjour/ Bonsoir Laila 😁.  Très bien. oui ,oui. ça va ?  nti malam ada final piala dunia 2022 pasti ku tebak  dukung Timnas Perancis",cynthiasarin,[],0,Cynthia,2022-12-18 17:32:14,0,1,0
9541,1604424185484259328,Berdasarkan Ramalan Pemain Bernomor Punggung 10 Inisial M Bakal Angkat Trofi Piala Juara di Piala Dunia 2022  https://t.co/oAXv543YN1   #finalPialaDunia2022  #ArgentinaVsFrance,CorpMasagi,[],0,Info Terupdate,2022-12-18 17:31:49,0,0,0
9542,1604424151070306310,"Argentina Akan Berhadapan Dengan Prancis Pada Partai Final Piala Dunia 2022, Ernest Prakasa: Bakal Seri Feeling Gua  https://t.co/NyWwn8hGjx  https://t.co/lkwkIVg4Ex",rotibul_haddad,['https://pbs.twimg.com/media/FkQPQ25acAALh1A.jpg'],1,rotibul haddad,2022-12-18 17:31:41,0,0,0
9543,1604424133030576128,Lionel Messi Bakal Masuk Kelompok Elite Jika Argentina Kalahkan Prancis di Final Piala Dunia 2022  https://t.co/FgfHUkUU4D,De_Liput,[],0,Kabar Nuswantara,2022-12-18 17:31:36,0,0,4
9544,1604424128945360897,"Argentina Akan Berhadapan Dengan Prancis Pada Partai Final Piala Dunia 2022, Ernest Prakasa: Bakal Seri Feeling Gua  https://t.co/oyXwk1LRza",KapanLagicom,[],0,kapanlagicom,2022-12-18 17:31:35,0,0,0
9545,1604424125875122181,Presiden Argentina Tak Akan Nonton Langsung Laga Argentina vs Prancis di Final Piala Dunia 2022  https://t.co/hVMlR8Fqxq,De_Liput,[],0,Kabar Nuswantara,2022-12-18 17:31:35,0,0,4
9546,1604424120590307328,5 Pemain Langganan Man of the Match Piala Dunia 2022: Tinggal Mbappe vs Messi!  https://t.co/4WACmds4FA,Bolanet,[],0,Bola,2022-12-18 17:31:33,3,0,0
9547,1604424120137318400,Skandal FIFA di Piala Dunia 2022: Mau Sembunyikan Momen Hakimi Debat Infantino  https://t.co/6HVHMT5pHn,VIVAbola,[],0,VIVAbola,2022-12-18 17:31:33,1,0,1
9548,1604424118195355648,Final Piala Dunia 2022 Argentina vs Prancis: Rekor Juventus Terancam Digusur Bayern Munchen  https://t.co/H6xcmjIHug,De_Liput,[],0,Kabar Nuswantara,2022-12-18 17:31:33,0,0,4
9549,1604423993640964097,@jokerbola88 ARG : 2 - FRA : 1 #jokerbola  #tebakskor #PialaDunia2022  #final #slot,Ariefardiyanto6,[],0,Arief,2022-12-18 17:31:03,0,0,0
9550,1604423970627129344,"Prediksi Prancis vs Argentina di Final Piala Dunia 2022: Preview, Skor hingga Susunan Pemain  https://t.co/1TkZQWgM9Y",MjSitanggang,[],0,MJ Sitanggang,2022-12-18 17:30:58,0,0,0
9551,1604423933091946498,"JADWAL Closing Ceremony Piala Dunia 2022, Ini Daftar Artis yang Bakal Jadi Pengisi Acara  https://t.co/q4S8rIqrcN",WarsoWarsono2,[],0,Warso Warsono,2022-12-18 17:30:49,0,0,0
9552,1604423904084140032,"Tonight, final piala dunia 2022 akhrinya tiba mempertemukan Argentina vs Prancis. ada negara jagoan kalian?  #pialadunia2022 #argentina #prancis #PartaiDemokrat  https://t.co/DQCf5lSP23",Demokrat_TV,['https://pbs.twimg.com/media/FkQPCb-UoAArv9v.jpg'],1,Demokrat TV,2022-12-18 17:30:42,1,0,1
9553,1604423903857999872,Exclusive dari Qatar: Laga Argentina vs Prancis di Piala Dunia 2022 Digelar Tepat di Hari Nasional Tuan Rumah #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia .  https://t.co/B3raxeyJcY,okezonenews,[],0,Okezone,2022-12-18 17:30:42,0,1,0
9554,1604423851382738944,Bagaiamana dengan prediksimu? Tulis komentarmu di bawah ya.  #Lapangbolacom #LapangbolaStats #LapangbolaFacts #LapangbolaQuiz #WorldCup #WorldCup2022 #PialaDunia #PialaDunia2022 #Argentina #Prancis,lapangbolastats,[],0,Lapangbola.com,2022-12-18 17:30:29,1,0,0
9555,1604423843157659648,Gratis! Berikut Link Live Streaming Final Piala Dunia 2022 Qatar: Argentina Vs Prancis Malam Ini 18 Desember    https://t.co/i0ot0wJtYA  #linklivestreamingpialadunia2022 #finalpialadunia2022 #ArgentinaVsFrance,CorpMasagi,[],0,Info Terupdate,2022-12-18 17:30:27,1,1,0
9556,1604423822069104640,"Persiapan final akbar Piala Dunia 2022 nanti malam:  Argentina vs Perancis, live pukul 22.00  Jagoin siapa gan?  Prediksi gue: 3-2, extra time!  #ARGFRA #JadwalBola  https://t.co/Cya8ceQwQU",TataTengah,['https://pbs.twimg.com/media/FkQO8rHaEAA2U2C.jpg'],1,Info Piala Dunia Qatar 2022,2022-12-18 17:30:22,0,0,0
9557,1604423799478157312,Liverpool semakin percaya diri memenangkan perburuan Jude Bellingham karena alasan ini... #judebellingham #inggris #PialaDunia2022 #finalPialaDunia2022 #QatarWorldCup #Qatar2022   https://t.co/RptPGBhNlI,Aktualkan,[],0,Aktualkan,2022-12-18 17:30:17,0,0,0
9558,1604423759716175872,"FIFA dilaporkan menolak permintaan presiden Ukraina, Volodymyr Zelensky, untuk berbagi pesan perdamaian melalui tautan video di final Piala Dunia 2022 antara Argentina vs Prancis, Minggu (18/12/2022) pukul 22.00 WIB.   https://t.co/ob5lPMjoJJ",indozonemedia,[],0,Indozone Media,2022-12-18 17:30:07,1,0,0
9559,1604423729500536832,Gareth Southgate diperkirakan akan tetap menangani tim nasional Inggris setelah mengevaluasi masa depannya usai tersingkir dari Piala Dunia 2022.  #Inggris #ENG #ThreeLions #PialaDunia2022 #FIFAWorldCup #Qatar2022   https://t.co/DAWdIzy29a,GOAL_ID,[],0,GOAL Indonesia,2022-12-18 17:30:00,12,5,0
9560,1604423728271687680,"Argentina vs Prancis, Lionel Scaloni Siapkan Taktik Baru? #EMTEKWORLDCUP2022 #BOLANETWORLDCUP2022 #PialaDunia #PialaDunia2022  https://t.co/tUS9Uu8jwL",Bolanet,[],0,Bola,2022-12-18 17:30:00,2,0,0
9561,1604423609052585984,Prediksi Model Matematika dan Player To Watch Pada Pertandingan Final Piala Dunia 2022 Argentina vs Prancis.  Sebuah utas~  https://t.co/WZVzG5DSiT,lapangbolastats,"['https://pbs.twimg.com/media/FkQOsqbUoAAurcs.jpg', 'https://pbs.twimg.com/media/FkQOsqUUcAEehcW.jpg']",1,Lapangbola.com,2022-12-18 17:29:31,4,2,3
9562,1604423592183484416,Salah satu rilisan eksklusif dari #rockincelebes2022 yang masih tersisa beberapa dan bisa kamu dapatkan sekarang di @chmbrs #chambersshop.  Semarakkan puncak piala dunia #fifaworldcup 2022 dengan jersey #rockincelebes!  https://t.co/TuXJr2EUGa,RockInCelebes,[],1,ROCK IN CELEBES,2022-12-18 17:29:27,2,1,2
9563,1604423235956748289,"Hasil Pertandingan Play Off Peringkat 3 Piala Dunia 2022 Qatar antara Kroasia vs Maroko, Cek Skornya  https://t.co/5uJz3xXNmf  #kroasiavsmaroko  #PialaDunia2022",CorpMasagi,[],0,Info Terupdate,2022-12-18 17:28:02,0,0,0
